7.509999999999999787e+00,3.487591145762358337e+03
7.509999999999999787e+00,3.457389766861700082e+03
7.509999999999999787e+00,3.524997021275337374e+03
7.509999999999999787e+00,3.489404533727782109e+03
7.509999999999999787e+00,3.407374062236196551e+03
7.509999999999999787e+00,3.475364441321226423e+03
7.509999999999999787e+00,3.471535971295702893e+03
7.509999999999999787e+00,3.514095616229017651e+03
7.509999999999999787e+00,3.546866504395111861e+03
7.509999999999999787e+00,3.610433215003429268e+03
7.509999999999999787e+00,3.393640228427285820e+03
7.509999999999999787e+00,3.490706232268765234e+03
7.509999999999999787e+00,3.476538795986606146e+03
7.509999999999999787e+00,3.507499394155328901e+03
7.509999999999999787e+00,3.531705820138477975e+03
7.509999999999999787e+00,3.614021859369419872e+03
7.509999999999999787e+00,3.634149694220093807e+03
7.509999999999999787e+00,3.447042500463259330e+03
7.509999999999999787e+00,3.439097846819714960e+03
7.509999999999999787e+00,3.582661580445465461e+03
7.509999999999999787e+00,3.513188580193212601e+03
7.509999999999999787e+00,3.615172471680984472e+03
7.509999999999999787e+00,3.355097316025274267e+03
7.509999999999999787e+00,3.443090472235662673e+03
7.509999999999999787e+00,3.450213616575066681e+03
7.509999999999999787e+00,3.573227392708166462e+03
7.509999999999999787e+00,3.526598928145926948e+03
7.509999999999999787e+00,3.580778127725871855e+03
7.509999999999999787e+00,3.558808227482902566e+03
7.509999999999999787e+00,3.474933956206937637e+03
7.509999999999999787e+00,3.655260045468721728e+03
7.509999999999999787e+00,3.528711096136944889e+03
7.509999999999999787e+00,3.516265348349012129e+03
7.509999999999999787e+00,3.590750896400361398e+03
7.509999999999999787e+00,3.516472095723212078e+03
7.509999999999999787e+00,3.472723714895845205e+03
7.509999999999999787e+00,3.498381625837867432e+03
7.509999999999999787e+00,3.436627416523356715e+03
7.509999999999999787e+00,3.393833231023586904e+03
7.509999999999999787e+00,3.493452160828884189e+03
7.509999999999999787e+00,3.598765621709755123e+03
7.509999999999999787e+00,3.542591706646420789e+03
7.509999999999999787e+00,3.494918024789708852e+03
7.509999999999999787e+00,3.418822896846223102e+03
7.509999999999999787e+00,3.437698357913329346e+03
7.509999999999999787e+00,3.612830192522200377e+03
7.509999999999999787e+00,3.554028137198691184e+03
7.509999999999999787e+00,3.499323648935605434e+03
7.509999999999999787e+00,3.455215478085267023e+03
7.509999999999999787e+00,3.434644377515669476e+03
7.509999999999999787e+00,3.532427493948035590e+03
7.509999999999999787e+00,3.539161765164174994e+03
7.509999999999999787e+00,3.515671770799998740e+03
7.509999999999999787e+00,3.497139116477924745e+03
7.509999999999999787e+00,3.541051821140153606e+03
7.509999999999999787e+00,3.579797759650676198e+03
7.509999999999999787e+00,3.507850623957639527e+03
7.509999999999999787e+00,3.602408083490819536e+03
7.509999999999999787e+00,3.629464423299944883e+03
7.509999999999999787e+00,3.472869418794780813e+03
7.509999999999999787e+00,3.580577048465791449e+03
7.509999999999999787e+00,3.664357788207914837e+03
7.509999999999999787e+00,3.456487812794947331e+03
7.509999999999999787e+00,3.464525652957414422e+03
7.509999999999999787e+00,3.507852334406338741e+03
7.509999999999999787e+00,3.422272928917271656e+03
7.509999999999999787e+00,3.439477576609564039e+03
7.509999999999999787e+00,3.603297101267115977e+03
7.509999999999999787e+00,3.559895784991465007e+03
7.509999999999999787e+00,3.421627098326175201e+03
7.509999999999999787e+00,3.515017780893860618e+03
7.509999999999999787e+00,3.406934692652619560e+03
7.509999999999999787e+00,3.552216772664641212e+03
7.509999999999999787e+00,3.529401649005111267e+03
7.509999999999999787e+00,3.386518566315560747e+03
